VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_knife/put_the_cup_near_the_knife-2017-03-19-084216.mp4,move the cup,put the cup near the knife,put the cup touching the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_pencil/put_the_cup_near_the_pencil-2017-03-19-084226.mp4,move the cup,put the cup near the pencil,put the cup touching the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_pencil/put_the_cup_near_the_pencil-2017-03-19-084233.mp4,put the cup near the pencil,put the cup on the cup,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_pencil/put_the_cup_near_the_pencil-2017-03-19-084239.mp4,put the cup near the pencil,put the cup on the knife,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_paper_sheet/put_the_cup_near_the_paper_sheet-2017-03-19-084252.mp4,put the cup on the ball,put the cup near the paper sheet,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_paper_sheet/put_the_cup_near_the_paper_sheet-2017-03-19-084315.mp4,put the cup near the paper sheet,touch the cup,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_paper_sheet/put_the_cup_near_the_paper_sheet-2017-03-19-084339.mp4,put the cup near the plate,move the cup,put the cup near the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_block/put_the_disc_near_the_block-2017-03-19-084350.mp4,move the disc,put the disc near the block,lean the disc on the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_block/put_the_disc_near_the_block-2017-03-19-084400.mp4,put the disc on the blackboard,put the disc near the block,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_block/put_the_disc_near_the_block-2017-03-19-084412.mp4,lean the disc against the bottle,put the disc near the block,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_ball/put_the_disc_near_the_ball-2017-03-19-084423.mp4,move the disc,lean the disc on the bowl,put the disc near the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_ball/put_the_disc_near_the_ball-2017-03-19-084438.mp4,put the disc near the ball,lean the disc against the plate,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_ball/put_the_disc_near_the_ball-2017-03-19-084452.mp4,move the disc,put the disc near the ball,lean the disc against the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_cup/put_the_disc_near_the_cup-2017-03-19-084510.mp4,move the disc,put the disc near the cup,put the disc touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_cup/put_the_disc_near_the_cup-2017-03-19-084522.mp4,move the disc,put the disc near the cup,hold the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_cup/put_the_disc_near_the_cup-2017-03-19-084528.mp4,move the disc,put the disc near the cup,put the disc on the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_book/put_the_disc_near_the_book-2017-03-19-084550.mp4,put the disc touching the paper sheet,move the disc,put the disc near the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_book/put_the_disc_near_the_book-2017-03-19-084601.mp4,move the disc,lean the disc on the ball,put the disc near the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_book/put_the_disc_near_the_book-2017-03-19-084610.mp4,put the disc on the block,put the disc near the book,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_blackboard/put_the_disc_near_the_blackboard-2017-03-19-084629.mp4,put the disc near the blackboard,put the disc near the bottle,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_blackboard/put_the_disc_near_the_blackboard-2017-03-19-084636.mp4,put the disc near the blackboard,move the disc,grasp the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_blackboard/put_the_disc_near_the_blackboard-2017-03-19-084642.mp4,put the disc near the blackboard,put the disc touching the knife,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bottle/put_the_disc_near_the_bottle-2017-03-19-084651.mp4,stack the disc and the block,move the disc,put the disc near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bottle/put_the_disc_near_the_bottle-2017-03-19-084707.mp4,move the disc,put the disc near the bottle,put the disc on the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bottle/put_the_disc_near_the_bottle-2017-03-19-084714.mp4,lean the disc against the pencil,put the disc near the bottle,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_grape/put_the_disc_near_the_grape-2017-03-19-084726.mp4,put the disc near the grape,lean the disc against the bottle,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_grape/put_the_disc_near_the_grape-2017-03-19-084740.mp4,put the disc near the grape,move the disc,lean the disc against the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_grape/put_the_disc_near_the_grape-2017-03-19-084746.mp4,put the disc near the grape,move the disc,put the disc on the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_apple/put_the_disc_near_the_apple-2017-03-19-084753.mp4,put the disc near the apple,move the disc,put the disc on the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_apple/put_the_disc_near_the_apple-2017-03-19-084800.mp4,move the disc,put the disc touching the plate,put the disc near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_apple/put_the_disc_near_the_apple-2017-03-19-084938.mp4,put the disc in the bowl,move the disc,put the disc near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_banana/put_the_disc_near_the_banana-2017-03-19-084945.mp4,put the disc in the bowl,put the disc near the banana,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_banana/put_the_disc_near_the_banana-2017-03-19-084952.mp4,stack the disc and the ball,move the disc,put the disc near the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_banana/put_the_disc_near_the_banana-2017-03-19-084959.mp4,put the disc near the banana,put the disc on the pencil,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bowl/put_the_disc_near_the_bowl-2017-03-19-085007.mp4,move the disc,turn the disc,put the disc near the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bowl/put_the_disc_near_the_bowl-2017-03-19-085013.mp4,put the disc near the bowl,put the disc on the grape,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_bowl/put_the_disc_near_the_bowl-2017-03-19-085021.mp4,lean the disc against the bottle,put the disc near the bowl,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_knife/put_the_disc_near_the_knife-2017-03-19-085028.mp4,lean the disc on the banana,move the disc,put the disc near the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_knife/put_the_disc_near_the_knife-2017-03-19-085035.mp4,stack the disc and the paper sheet,move the disc,put the disc near the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_knife/put_the_disc_near_the_knife-2017-03-19-085041.mp4,lean the disc against the spoon,put the disc near the knife,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_pencil/put_the_disc_near_the_pencil-2017-03-19-085047.mp4,put the disc near the plate,put the disc near the pencil,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_pencil/put_the_disc_near_the_pencil-2017-03-19-085054.mp4,move the disc,stack the disc and the paper sheet,put the disc near the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_pencil/put_the_disc_near_the_pencil-2017-03-19-085103.mp4,put the disc near the pencil,move the disc,put the disc touching the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_paper_sheet/put_the_disc_near_the_paper_sheet-2017-03-19-085112.mp4,move the disc,put the disc near the bowl,put the disc near the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_paper_sheet/put_the_disc_near_the_paper_sheet-2017-03-19-085122.mp4,lean the disc on the disc,put the disc near the paper sheet,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_near_the_paper_sheet/put_the_disc_near_the_paper_sheet-2017-03-19-085131.mp4,put the disc near the paper sheet,move the disc,put the disc on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_block/put_the_book_near_the_block-2017-03-19-085153.mp4,move the book,put the book near the block,put the book on the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_block/put_the_book_near_the_block-2017-03-19-085200.mp4,stack the book and the cup,move the book,put the book near the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_block/put_the_book_near_the_block-2017-03-19-085206.mp4,put the book near the knife,move the book,put the book near the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_ball/put_the_book_near_the_ball-2017-03-19-085213.mp4,move the book,put the book near the grape,put the book near the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_ball/put_the_book_near_the_ball-2017-03-19-085220.mp4,lean the book against the disc,move the book,put the book near the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_ball/put_the_book_near_the_ball-2017-03-19-085228.mp4,put the book near the ball,stack the book and the disc,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_cup/put_the_book_near_the_cup-2017-03-19-085235.mp4,put the book near the cup,move the book,stack the book and the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_cup/put_the_book_near_the_cup-2017-03-19-085254.mp4,lean the book on the blackboard,move the book,put the book near the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_cup/put_the_book_near_the_cup-2017-03-19-085302.mp4,move the book,put the book near the apple,put the book near the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_disc/put_the_book_near_the_disc-2017-03-19-085326.mp4,put the book near the disc,move the book,put the book touching the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_disc/put_the_book_near_the_disc-2017-03-19-085349.mp4,move the book,put the book near the disc,lean the book against the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_disc/put_the_book_near_the_disc-2017-03-19-085406.mp4,move the book,put the book near the disc,put the book touching the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_blackboard/put_the_book_near_the_blackboard-2017-03-19-085414.mp4,put the book near the blackboard,stack the book and the apple,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_blackboard/put_the_book_near_the_blackboard-2017-03-19-085421.mp4,put the book near the blackboard,put the book near the spoon,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_blackboard/put_the_book_near_the_blackboard-2017-03-19-085430.mp4,stack the book and the grape,put the book near the blackboard,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_bottle/put_the_book_near_the_bottle-2017-03-19-085437.mp4,move the book,put the book near the bottle,put the book touching the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_bottle/put_the_book_near_the_bottle-2017-03-19-085444.mp4,move the book,put the book in the bowl,put the book near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_bottle/put_the_book_near_the_bottle-2017-03-19-085451.mp4,put the book near the bottle,put the book touching the apple,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_grape/put_the_book_near_the_grape-2017-03-19-085500.mp4,put the book near the grape,roll the book,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_grape/put_the_book_near_the_grape-2017-03-19-085508.mp4,put the book near the grape,move the book,put the book touching the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_grape/put_the_book_near_the_grape-2017-03-19-085516.mp4,put the book near the grape,move the book,slide the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_apple/put_the_book_near_the_apple-2017-03-19-085532.mp4,put the book near the apple,put the book touching the paper sheet,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_apple/put_the_book_near_the_apple-2017-03-19-085541.mp4,move the book,put the book in the book,put the book near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_apple/put_the_book_near_the_apple-2017-03-19-085549.mp4,put the book near the apple,move the book,lean the book against the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_banana/put_the_book_near_the_banana-2017-03-19-085606.mp4,move the book,put the book near the banana,put the book on the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_banana/put_the_book_near_the_banana-2017-03-19-085616.mp4,lean the book on the block,put the book near the banana,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_banana/put_the_book_near_the_banana-2017-03-19-085626.mp4,put the book near the paper sheet,put the book near the banana,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_near_the_bowl/put_the_book_near_the_bowl-2017-03-19-085633.mp4,move the book,put the book in the bowl,put the book near the bowl
